Text,Domain,Service,BLEU,METEOR,BERT-Precision,BERT-Recall,BERT-F1
mark_2,Marketing,Yandex Translate,24.03432555253249,0.5947764714108932,0.8694504499435425,0.8702530860900879,0.8698515892028809
mark_2,Marketing,Microsoft Translator,25.550337430038596,0.5887883044932241,0.8727785348892212,0.8750941753387451,0.8739348649978638
mark_2,Marketing,Reverso,25.550337430038596,0.5887883044932241,0.8727785348892212,0.8750941753387451,0.8739348649978638
med_1,Medicine,Google Translate,38.04724911350711,0.7153777504681648,0.9126099944114685,0.9197054505348206,0.9161440134048462
med_1,Medicine,DeepL,32.04517751043034,0.7127049142599382,0.8965469002723694,0.8994129300117493,0.8979775905609131
med_1,Medicine,Yandex Translate,37.244725809668736,0.7389652397313277,0.9094611406326294,0.9149194955825806,0.9121821522712708
med_1,Medicine,Microsoft Translator,42.046966180259375,0.7549106148362664,0.911604642868042,0.9162054657936096,0.913899302482605
med_1,Medicine,Reverso,30.31526960725922,0.6725146198830408,0.8920661211013794,0.8952155709266663,0.8936380743980408
med_2,Medicine,Google Translate,18.73106276963904,0.6610294117647058,0.8813106417655945,0.8426907062530518,0.861568033695221
med_2,Medicine,DeepL,12.20163010137693,0.42712968849332483,0.8762757778167725,0.8256206512451172,0.8501943945884705
med_2,Medicine,Yandex Translate,17.908481194702627,0.6424197081981834,0.9013556241989136,0.8674665093421936,0.8840863704681396
med_2,Medicine,Microsoft Translator,12.81908025280212,0.5134375071615415,0.8743724822998047,0.8322577476501465,0.8527954816818237
med_2,Medicine,Reverso,25.85969536868074,0.6007693921801778,0.8766524195671082,0.8392357230186462,0.8575360774993896
med_3,Medicine,Google Translate,39.63928387541617,0.665378032185966,0.8868806958198547,0.8710331916809082,0.8788855671882629
med_3,Medicine,DeepL,45.48975466124743,0.7375096610923018,0.9218117594718933,0.9101125001907349,0.9159248471260071
med_3,Medicine,Yandex Translate,18.182958051523556,0.6108361894103659,0.8202203512191772,0.8099083304405212,0.8150317668914795
med_3,Medicine,Microsoft Translator,29.795147648678494,0.5809583054533289,0.8345781564712524,0.8317036628723145,0.8331384658813477
med_3,Medicine,Reverso,11.968588086042967,0.47656727577604935,0.786401093006134,0.7544981837272644,0.7701193690299988
news_1,News,Google Translate,47.086822537025625,0.7411348925957681,0.9202593564987183,0.8979763984680176,0.9089813232421875
news_1,News,DeepL,45.755179448062755,0.7373798587843421,0.9138826131820679,0.9057599306106567,0.9098031520843506
news_1,News,Yandex Translate,46.89965521271012,0.7076609130212272,0.9158168435096741,0.8980143070220947,0.9068282246589661
news_1,News,Microsoft Translator,51.59864327928446,0.7575372341627683,0.9218857288360596,0.8972434997558594,0.9093977212905884
news_1,News,Reverso,43.16143929885275,0.7333186351764451,0.901338517665863,0.8880223631858826,0.8946309089660645
news_2,News,Google Translate,57.649981611612006,0.8076658238472241,0.9394403100013733,0.9310340881347656,0.935218334197998
news_2,News,DeepL,30.41322991803114,0.673203378817414,0.9054592847824097,0.8724355697631836,0.8886407613754272
news_2,News,Yandex Translate,41.491401129531575,0.7665947456847411,0.9050236940383911,0.8921244740486145,0.8985277414321899
news_2,News,Microsoft Translator,54.723094171787004,0.7680770907166002,0.9257506132125854,0.9136247634887695,0.9196476936340332
news_2,News,Reverso,23.589526184066738,0.6905983714459133,0.8863083124160767,0.8681265115737915,0.8771231770515442
nonfic_1,Nonfiction,Google Translate,24.0174786576,0.5615508025134376,0.8580865859985352,0.8617280125617981,0.8599034547805786
nonfic_1,Nonfiction,DeepL,29.608312256606077,0.6203290889965264,0.87398362159729,0.8698777556419373,0.8719258308410645
nonfic_1,Nonfiction,Yandex Translate,27.503724694044877,0.5985261283229274,0.8730391263961792,0.8727170825004578,0.8728781342506409
nonfic_1,Nonfiction,Microsoft Translator,24.5586265974331,0.5499233685569088,0.8680201172828674,0.8644251227378845,0.8662188649177551
nonfic_1,Nonfiction,Reverso,19.527002766305994,0.5063388490377188,0.8501007556915283,0.8484348058700562,0.8492669463157654
nonfic_2,Nonfiction,Google Translate,16.170273842108102,0.4545018547105526,0.8450108766555786,0.8408074975013733,0.8429039120674133
nonfic_2,Nonfiction,DeepL,16.1343402623005,0.5085569620253165,0.8640680313110352,0.8673631548881531,0.8657124042510986
nonfic_2,Nonfiction,Yandex Translate,16.226130541958707,0.4597636761040194,0.8430417776107788,0.8419263958930969,0.8424836993217468
nonfic_2,Nonfiction,Microsoft Translator,17.55964063072925,0.4841381229411195,0.8421581387519836,0.836722731590271,0.8394315838813782
nonfic_2,Nonfiction,Reverso,16.043291471286587,0.43310196941481865,0.8279896974563599,0.8218475580215454,0.8249071836471558
soc_1,Social Media Post,Google Translate,11.41806152161587,0.3613988633428055,0.7384461164474487,0.7637731432914734,0.750896155834198
soc_1,Social Media Post,DeepL,16.01570841933777,0.426460805742044,0.7547388076782227,0.7616890668869019,0.7581980228424072
soc_1,Social Media Post,Yandex Translate,7.545740243040912,0.32478972419638785,0.7422800064086914,0.7420973181724548,0.7421886324882507
soc_1,Social Media Post,Microsoft Translator,7.674381043121217,0.34823359295408984,0.7566264867782593,0.7617460489273071,0.7591776251792908
soc_1,Social Media Post,Reverso,11.487896285411662,0.32449497517530956,0.7553377747535706,0.7446056604385376,0.7499333024024963
soc_2,Social Media Post,Google Translate,16.337522704308135,0.48820611198778846,0.8321497440338135,0.7971178889274597,0.8142571449279785
soc_2,Social Media Post,DeepL,15.813974222723985,0.42477652825836215,0.815172553062439,0.7889236211776733,0.8018333315849304
soc_2,Social Media Post,Yandex Translate,4.132288476070082,0.46189883489166994,0.8164751529693604,0.786016583442688,0.8009564280509949
soc_2,Social Media Post,Microsoft Translator,15.675609803144125,0.45669374697268084,0.7801957726478577,0.7425951957702637,0.7609312534332275
soc_2,Social Media Post,Reverso,8.13259559920912,0.4333219319491436,0.7683572769165039,0.7355133295059204,0.7515766620635986
soc_3,Social Media Post,Google Translate,22.897428623077207,0.5256680731364275,0.8402857184410095,0.8564174175262451,0.848274827003479
soc_3,Social Media Post,DeepL,11.642563468973963,0.4891015417331206,0.7994685173034668,0.7932120561599731,0.7963280081748962
soc_3,Social Media Post,Yandex Translate,24.21218974920426,0.5905994331076359,0.8409321308135986,0.844415009021759,0.8426699638366699
soc_3,Social Media Post,Microsoft Translator,21.892792982424996,0.5140328302909023,0.8202237486839294,0.8362815976142883,0.8281748294830322
soc_3,Social Media Post,Reverso,17.535163522967828,0.4738219132158526,0.8208196759223938,0.8140679597854614,0.8174298405647278
soc_4,Social Media Post,Google Translate,19.42053406068837,0.47573333333333334,0.7488505244255066,0.7543228268623352,0.7515767216682434
soc_4,Social Media Post,DeepL,11.502846551781118,0.4188205698664398,0.6847759485244751,0.6999802589416504,0.6922946572303772
soc_4,Social Media Post,Yandex Translate,14.612432574893434,0.4252263374485597,0.738430380821228,0.7358262538909912,0.7371260523796082
soc_4,Social Media Post,Microsoft Translator,9.051326417931778,0.37968511173001,0.7684692740440369,0.7569986581802368,0.7626908421516418
soc_4,Social Media Post,Reverso,9.887180726473082,0.4512676141153799,0.7697759866714478,0.7752802968025208,0.7725183367729187
tech_1,Technology,Google Translate,31.506766816497993,0.6648519686209569,0.8853062391281128,0.8852167129516602,0.8852614760398865
tech_1,Technology,DeepL,30.154138054631893,0.7120566699437271,0.8718127012252808,0.8790528774261475,0.8754178285598755
tech_1,Technology,Yandex Translate,22.931013660088848,0.5836672454721294,0.8624246716499329,0.8695132732391357,0.8659544587135315
tech_1,Technology,Microsoft Translator,21.969496675677995,0.6152006546827237,0.865924596786499,0.8694899082183838,0.8677036166191101
tech_1,Technology,Reverso,23.717521091381695,0.6179236231049704,0.8707473278045654,0.8621131181716919,0.8664087057113647
tech_2,Technology,Google Translate,54.00051328687024,0.8752885114487836,0.9223739504814148,0.9393593668937683,0.9307891726493835
tech_2,Technology,DeepL,60.38160967857911,0.8603488127262944,0.9235906004905701,0.9370293617248535,0.9302613735198975
tech_2,Technology,Yandex Translate,46.345504921040174,0.8517365032816958,0.9080586433410645,0.9253807663917542,0.9166379570960999
tech_2,Technology,Microsoft Translator,60.99755183374762,0.9007028507933894,0.929118812084198,0.9466198086738586,0.937787652015686
tech_2,Technology,Reverso,54.51113322786403,0.8659834737524302,0.9148205518722534,0.9310216307640076,0.9228500127792358
tech_3,Technology,Google Translate,37.41747797948983,0.7203480725623583,0.9225674271583557,0.9187974333763123,0.9206785559654236
tech_3,Technology,DeepL,26.082826485062803,0.6930077691453941,0.8986268043518066,0.8934070467948914,0.8960092663764954
tech_3,Technology,Yandex Translate,45.74786959702551,0.8493712098415066,0.9346467852592468,0.936948835849762,0.9357963800430298
tech_3,Technology,Microsoft Translator,36.580342687917636,0.7574617967015831,0.9135066270828247,0.9196830987930298,0.9165844321250916
tech_3,Technology,Reverso,18.11767105526566,0.618363599265456,0.8871420621871948,0.8828457593917847,0.8849887251853943
